"CountyFIPS","County","State","Population"
29015,"Benton County","Missouri",19443
29017,"Bollinger County","Missouri",12133
29019,"Boone County","Missouri",180463
29021,"Buchanan County","Missouri",87364
29023,"Butler County","Missouri",42478
29025,"Caldwell County","Missouri",9020
29027,"Callaway County","Missouri",44743
29029,"Camden County","Missouri",46305
29031,"Cape Girardeau County","Missouri",78871
29033,"Carroll County","Missouri",8679
29035,"Carter County","Missouri",5982
29037,"Cass County","Missouri",105780
29039,"Cedar County","Missouri",14349
29041,"Chariton County","Missouri",7426
29043,"Christian County","Missouri",88595
29045,"Clark County","Missouri",6797
29047,"Clay County","Missouri",249948
29049,"Clinton County","Missouri",20387
29051,"Cole County","Missouri",76745
29053,"Cooper County","Missouri",17709
29055,"Crawford County","Missouri",23920
29057,"Dade County","Missouri",7561
29059,"Dallas County","Missouri",16878
29061,"Daviess County","Missouri",8278
29063,"DeKalb County","Missouri",12547
29065,"Dent County","Missouri",15573
29067,"Douglas County","Missouri",13185
29069,"Dunklin County","Missouri",29131
29071,"Franklin County","Missouri",103967
29073,"Gasconade County","Missouri",14706
29075,"Gentry County","Missouri",6571
29077,"Greene County","Missouri",293086
29079,"Grundy County","Missouri",9850
29081,"Harrison County","Missouri",8352
29083,"Henry County","Missouri",21824
29085,"Hickory County","Missouri",9544
29087,"Holt County","Missouri",4403
29089,"Howard County","Missouri",10001
29091,"Howell County","Missouri",40117
29093,"Iron County","Missouri",10125
29095,"Jackson County","Missouri",703011
29097,"Jasper County","Missouri",121328
29099,"Jefferson County","Missouri",225081
29101,"Johnson County","Missouri",54062
29103,"Knox County","Missouri",3959
29105,"Laclede County","Missouri",35723
29107,"Lafayette County","Missouri",32708
29109,"Lawrence County","Missouri",38355
29111,"Lewis County","Missouri",9776
29113,"Lincoln County","Missouri",59013
29115,"Linn County","Missouri",11920
29117,"Livingston County","Missouri",15227
29119,"McDonald County","Missouri",22837
29121,"Macon County","Missouri",15117
29123,"Madison County","Missouri",12088
29125,"Maries County","Missouri",8697
29127,"Marion County","Missouri",28530
29129,"Mercer County","Missouri",3617
29131,"Miller County","Missouri",25619
29133,"Mississippi County","Missouri",13180
29135,"Moniteau County","Missouri",16132
29137,"Monroe County","Missouri",8644
29139,"Montgomery County","Missouri",11551
29141,"Morgan County","Missouri",20627
29143,"New Madrid County","Missouri",17076
29145,"Newton County","Missouri",58236
29147,"Nodaway County","Missouri",22092
29149,"Oregon County","Missouri",10529
29151,"Osage County","Missouri",13615
29153,"Ozark County","Missouri",9174
29155,"Pemiscot County","Missouri",15805
29157,"Perry County","Missouri",19136
29159,"Pettis County","Missouri",42339
29161,"Phelps County","Missouri",44573
29163,"Pike County","Missouri",18302
29165,"Platte County","Missouri",104418
29167,"Polk County","Missouri",32149
29169,"Pulaski County","Missouri",52607
29171,"Putnam County","Missouri",4696
29173,"Ralls County","Missouri",10309
29175,"Randolph County","Missouri",24748
29177,"Ray County","Missouri",23018
29179,"Reynolds County","Missouri",6270
29181,"Ripley County","Missouri",13288
29183,"St. Charles County","Missouri",402022
29185,"St. Clair County","Missouri",9397
29186,"Ste. Genevieve County","Missouri",17894
29187,"St. Francois County","Missouri",67215
29189,"St. Louis County","Missouri",994205
29195,"Saline County","Missouri",22761
29197,"Schuyler County","Missouri",4660
29199,"Scotland County","Missouri",4902
29201,"Scott County","Missouri",38280
29203,"Shannon County","Missouri",8166
29205,"Shelby County","Missouri",5930
29207,"Stoddard County","Missouri",29025
29209,"Stone County","Missouri",31952
29211,"Sullivan County","Missouri",6089
29213,"Taney County","Missouri",55928
29215,"Texas County","Missouri",25398
29217,"Vernon County","Missouri",20563
29219,"Warren County","Missouri",35649
29221,"Washington County","Missouri",24730
29223,"Wayne County","Missouri",12873
29225,"Webster County","Missouri",39592
29227,"Worth County","Missouri",2013
29229,"Wright County","Missouri",18289
29510,"St. Louis city","Missouri",300576
30000,"Montana","Montana",0
30001,"Beaverhead County","Montana",9453
30003,"Big Horn County","Montana",13319
30005,"Blaine County","Montana",6681
30007,"Broadwater County","Montana",6237
30009,"Carbon County","Montana",10725
30011,"Carter County","Montana",1252
30013,"Cascade County","Montana",81366
30015,"Chouteau County","Montana",5635
30017,"Custer County","Montana",11402
30019,"Daniels County","Montana",1690
30021,"Dawson County","Montana",8613
30023,"Deer Lodge County","Montana",9140
30025,"Fallon County","Montana",2846
30027,"Fergus County","Montana",11050
30029,"Flathead County","Montana",103806
30031,"Gallatin County","Montana",114434
30033,"Garfield County","Montana",1258
30035,"Glacier County","Montana",13753
30037,"Golden Valley County","Montana",821
30039,"Granite County","Montana",3379
30041,"Hill County","Montana",16484
30043,"Jefferson County","Montana",12221
30045,"Judith Basin County","Montana",2007
30047,"Lake County","Montana",30458
30049,"Lewis and Clark County","Montana",69432
30051,"Liberty County","Montana",2337
30053,"Lincoln County","Montana",19980
30055,"McCone County","Montana",1664
30057,"Madison County","Montana",8600
30059,"Meagher County","Montana",1862
30061,"Mineral County","Montana",4397
30063,"Missoula County","Montana",119600
30065,"Musselshell County","Montana",4633
30067,"Park County","Montana",16606
30069,"Petroleum County","Montana",487
30071,"Phillips County","Montana",3954
30073,"Pondera County","Montana",5911
30075,"Powder River County","Montana",1682
30077,"Powell County","Montana",6890
30079,"Prairie County","Montana",1077
30081,"Ravalli County","Montana",43806
30083,"Richland County","Montana",10803
30085,"Roosevelt County","Montana",11004
30087,"Rosebud County","Montana",8937
30089,"Sanders County","Montana",12113
30091,"Sheridan County","Montana",3309
30093,"Silver Bow County","Montana",34915
30095,"Stillwater County","Montana",9642
30097,"Sweet Grass County","Montana",3737
30099,"Teton County","Montana",6147
30101,"Toole County","Montana",4736
30103,"Treasure County","Montana",696
30105,"Valley County","Montana",7396
30107,"Wheatland County","Montana",2126
30109,"Wibaux County","Montana",969
30111,"Yellowstone County","Montana",161300
31000,"Nebraska","Nebraska",0
31001,"Adams County","Nebraska",31363
31003,"Antelope County","Nebraska",6298
31005,"Arthur County","Nebraska",463
31007,"Banner County","Nebraska",745
31009,"Blaine County","Nebraska",465
31011,"Boone County","Nebraska",5192
31013,"Box Butte County","Nebraska",10783
31015,"Boyd County","Nebraska",1919
31017,"Brown County","Nebraska",2955
31019,"Buffalo County","Nebraska",49659
31021,"Burt County","Nebraska",6459
31023,"Butler County","Nebraska",8016
31025,"Cass County","Nebraska",26248
31027,"Cedar County","Nebraska",8402
31029,"Chase County","Nebraska",3924
31031,"Cherry County","Nebraska",5689
31033,"Cheyenne County","Nebraska",8910
31035,"Clay County","Nebraska",6203
31037,"Colfax County","Nebraska",10709
31039,"Cuming County","Nebraska",8846
31041,"Custer County","Nebraska",10777
31043,"Dakota County","Nebraska",20026
31045,"Dawes County","Nebraska",8589
31047,"Dawson County","Nebraska",23595
31049,"Deuel County","Nebraska",1794
31051,"Dixon County","Nebraska",5636
31053,"Dodge County","Nebraska",36565
31055,"Douglas County","Nebraska",571327
31057,"Dundy County","Nebraska",1693
31059,"Fillmore County","Nebraska",5462
31061,"Franklin County","Nebraska",2979
31063,"Frontier County","Nebraska",2627
31065,"Furnas County","Nebraska",4676
31067,"Gage County","Nebraska",21513
31069,"Garden County","Nebraska",1837
31071,"Garfield County","Nebraska",1969
31073,"Gosper County","Nebraska",1990
31075,"Grant County","Nebraska",623
31077,"Greeley County","Nebraska",2356
31079,"Hall County","Nebraska",61353
31081,"Hamilton County","Nebraska",9324
31083,"Harlan County","Nebraska",3380
31085,"Hayes County","Nebraska",922
31087,"Hitchcock County","Nebraska",2762
31089,"Holt County","Nebraska",10067
31091,"Hooker County","Nebraska",682
31093,"Howard County","Nebraska",6445
31095,"Jefferson County","Nebraska",7046
31097,"Johnson County","Nebraska",5071
31099,"Kearney County","Nebraska",6495
31101,"Keith County","Nebraska",8034
31103,"Keya Paha County","Nebraska",806
31105,"Kimball County","Nebraska",3632
31107,"Knox County","Nebraska",8332
31109,"Lancaster County","Nebraska",319090
31111,"Lincoln County","Nebraska",34914
31113,"Logan County","Nebraska",748
31115,"Loup County","Nebraska",664
31117,"McPherson County","Nebraska",494
31119,"Madison County","Nebraska",35099
31121,"Merrick County","Nebraska",7755
31123,"Morrill County","Nebraska",4642
31125,"Nance County","Nebraska",3519
31127,"Nemaha County","Nebraska",6972
31129,"Nuckolls County","Nebraska",4148
31131,"Otoe County","Nebraska",16012
31133,"Pawnee County","Nebraska",2613
31135,"Perkins County","Nebraska",2891
31137,"Phelps County","Nebraska",9034
31139,"Pierce County","Nebraska",7148
31141,"Platte County","Nebraska",33470
31143,"Polk County","Nebraska",5213
31145,"Red Willow County","Nebraska",10724
31147,"Richardson County","Nebraska",7865
31149,"Rock County","Nebraska",1357
31151,"Saline County","Nebraska",14224
31153,"Sarpy County","Nebraska",187196
31155,"Saunders County","Nebraska",21578
31157,"Scotts Bluff County","Nebraska",35618
31159,"Seward County","Nebraska",17284
31161,"Sheridan County","Nebraska",5246
31163,"Sherman County","Nebraska",3001
31165,"Sioux County","Nebraska",1166
31167,"Stanton County","Nebraska",5920
31169,"Thayer County","Nebraska",5003
31171,"Thomas County","Nebraska",722
31173,"Thurston County","Nebraska",7224
31175,"Valley County","Nebraska",4158
31177,"Washington County","Nebraska",20729
31179,"Wayne County","Nebraska",9385
31181,"Webster County","Nebraska",3487
31183,"Wheeler County","Nebraska",783
31185,"York County","Nebraska",13679
32000,"Nevada","Nevada",0
32001,"Churchill County","Nevada",24909
32003,"Clark County","Nevada",2266715
32005,"Douglas County","Nevada",48905
32007,"Elko County","Nevada",52778
32009,"Esmeralda County","Nevada",873
32011,"Eureka County","Nevada",2029
32013,"Humboldt County","Nevada",16831
32015,"Lander County","Nevada",5532
32017,"Lincoln County","Nevada",5183
32019,"Lyon County","Nevada",57510
32021,"Mineral County","Nevada",4505
32023,"Nye County","Nevada",46523
32027,"Pershing County","Nevada",6725
32029,"Storey County","Nevada",4123
32031,"Washoe County","Nevada",471519
32033,"White Pine County","Nevada",9580
32510,"Carson City","Nevada",55916
33000,"New Hampshire","New Hampshire",0
33001,"Belknap County","New Hampshire",61303
33003,"Carroll County","New Hampshire",48910
33005,"Cheshire County","New Hampshire",76085
33007,"Coos County","New Hampshire",31563
33009,"Grafton County","New Hampshire",89886
33011,"Hillsborough County","New Hampshire",417025
33013,"Merrimack County","New Hampshire",151391
33015,"Rockingham County","New Hampshire",309769
33017,"Strafford County","New Hampshire",130633
33019,"Sullivan County","New Hampshire",43146
34000,"New Jersey","New Jersey",0
34001,"Atlantic County","New Jersey",263670
34003,"Bergen County","New Jersey",932202
34005,"Burlington County","New Jersey",445349
34007,"Camden County","New Jersey",506471
34009,"Cape May County","New Jersey",92039
34011,"Cumberland County","New Jersey",149527
34013,"Essex County","New Jersey",798975
34015,"Gloucester County","New Jersey",291636
34017,"Hudson County","New Jersey",672391
34019,"Hunterdon County","New Jersey",124371
34021,"Mercer County","New Jersey",367430
34023,"Middlesex County","New Jersey",825062
34025,"Monmouth County","New Jersey",618795
34027,"Morris County","New Jersey",491845
34029,"Ocean County","New Jersey",607186
34031,"Passaic County","New Jersey",501826
34033,"Salem County","New Jersey",62385
34035,"Somerset County","New Jersey",328934
34037,"Sussex County","New Jersey",140488
34039,"Union County","New Jersey",556341
34041,"Warren County","New Jersey",105267
35000,"New Mexico","New Mexico",0
35001,"Bernalillo County","New Mexico",679121
35003,"Catron County","New Mexico",3527
35005,"Chaves County","New Mexico",64615
35006,"Cibola County","New Mexico",26675
35007,"Colfax County","New Mexico",11941
35009,"Curry County","New Mexico",48954
35011,"De Baca County","New Mexico",1748
35013,"Doña Ana County","New Mexico",218195
35015,"Eddy County","New Mexico",58460
35017,"Grant County","New Mexico",26998
35019,"Guadalupe County","New Mexico",4300
35021,"Harding County","New Mexico",625
35023,"Hidalgo County","New Mexico",4198
35025,"Lea County","New Mexico",71070
35027,"Lincoln County","New Mexico",19572
35028,"Los Alamos County","New Mexico",19369
35029,"Luna County","New Mexico",23709
35031,"McKinley County","New Mexico",71367
35033,"Mora County","New Mexico",4521
35035,"Otero County","New Mexico",67490
35037,"Quay County","New Mexico",8253
35039,"Rio Arriba County","New Mexico",38921
35041,"Roosevelt County","New Mexico",18500
35043,"Sandoval County","New Mexico",146748
35045,"San Juan County","New Mexico",123958
35047,"San Miguel County","New Mexico",27277
35049,"Santa Fe County","New Mexico",150358
35051,"Sierra County","New Mexico",10791
35053,"Socorro County","New Mexico",16637
35055,"Taos County","New Mexico",32723
35057,"Torrance County","New Mexico",15461
35059,"Union County","New Mexico",4059
35061,"Valencia County","New Mexico",76688
36000,"New York","New York",0
36001,"Albany County","New York",305506
36003,"Allegany County","New York",46091
36005,"Bronx County","New York",1418207
36007,"Broome County","New York",190488
36009,"Cattaraugus County","New York",76117
36011,"Cayuga County","New York",76576
36013,"Chautauqua County","New York",126903
36015,"Chemung County","New York",83456
36017,"Chenango County","New York",47207
36019,"Clinton County","New York",80485
36021,"Columbia County","New York",59461
36023,"Cortland County","New York",47581
36025,"Delaware County","New York",44135
36027,"Dutchess County","New York",294218
36029,"Erie County","New York",918702
36031,"Essex County","New York",36885
36033,"Franklin County","New York",50022
36035,"Fulton County","New York",53383
36037,"Genesee County","New York",57280
36039,"Greene County","New York",47188
36041,"Hamilton County","New York",4416
36043,"Herkimer County","New York",61319
36045,"Jefferson County","New York",109834
36047,"Kings County","New York",2559903
36049,"Lewis County","New York",26296
36051,"Livingston County","New York",62914
36053,"Madison County","New York",70941
36055,"Monroe County","New York",741770
36057,"Montgomery County","New York",49221
36059,"Nassau County","New York",1356924
36061,"New York County","New York",1628706
36063,"Niagara County","New York",209281
36065,"Oneida County","New York",228671
36067,"Onondaga County","New York",460528
36069,"Ontario County","New York",109777
36071,"Orange County","New York",384940
36073,"Orleans County","New York",40352
36075,"Oswego County","New York",117124
36077,"Otsego County","New York",59493
36079,"Putnam County","New York",98320
36081,"Queens County","New York",2253858
36083,"Rensselaer County","New York",158714
36085,"Richmond County","New York",476143
36087,"Rockland County","New York",325789
36089,"St. Lawrence County","New York",107740
36091,"Saratoga County","New York",229863
36093,"Schenectady County","New York",155299
36095,"Schoharie County","New York",30999
36097,"Schuyler County","New York",17807
36099,"Seneca County","New York",34016
36101,"Steuben County","New York",95379
36103,"Suffolk County","New York",1476601
36105,"Sullivan County","New York",75432
36107,"Tioga County","New York",48203
36109,"Tompkins County","New York",102180
36111,"Ulster County","New York",177573
36113,"Warren County","New York",63944
36115,"Washington County","New York",61204
36117,"Wayne County","New York",89918
36119,"Westchester County","New York",967506
36121,"Wyoming County","New York",39859
36123,"Yates County","New York",24913
37000,"North Carolina","North Carolina",0
37001,"Alamance County","North Carolina",169509
37003,"Alexander County","North Carolina",37497
37005,"Alleghany County","North Carolina",11137
37007,"Anson County","North Carolina",24446
37009,"Ashe County","North Carolina",27203
37011,"Avery County","North Carolina",17557
37013,"Beaufort County","North Carolina",46994
37015,"Bertie County","North Carolina",18947
37017,"Bladen County","North Carolina",32722
37019,"Brunswick County","North Carolina",142820
37021,"Buncombe County","North Carolina",261191
37023,"Burke County","North Carolina",90485
37025,"Cabarrus County","North Carolina",216453
37027,"Caldwell County","North Carolina",82178
37029,"Camden County","North Carolina",10867
37031,"Carteret County","North Carolina",69473
37033,"Caswell County","North Carolina",22604
37035,"Catawba County","North Carolina",159551
37037,"Chatham County","North Carolina",74470
37039,"Cherokee County","North Carolina",28612
37041,"Chowan County","North Carolina",13943
37043,"Clay County","North Carolina",11231
37045,"Cleveland County","North Carolina",97947
37047,"Columbus County","North Carolina",55508
37049,"Craven County","North Carolina",102139
37051,"Cumberland County","North Carolina",335509
37053,"Currituck County","North Carolina",27763
37055,"Dare County","North Carolina",37009
37057,"Davidson County","North Carolina",167609
37059,"Davie County","North Carolina",42846
37061,"Duplin County","North Carolina",58741
37063,"Durham County","North Carolina",321488
37065,"Edgecombe County","North Carolina",51472
37067,"Forsyth County","North Carolina",382295
37069,"Franklin County","North Carolina",69685
37071,"Gaston County","North Carolina",224529
37073,"Gates County","North Carolina",11562
37075,"Graham County","North Carolina",8441
37077,"Granville County","North Carolina",60443
37079,"Greene County","North Carolina",21069
37081,"Guilford County","North Carolina",537174
37083,"Halifax County","North Carolina",50010
37085,"Harnett County","North Carolina",135976
37087,"Haywood County","North Carolina",62317
37089,"Henderson County","North Carolina",117417
37091,"Hertford County","North Carolina",23677
37093,"Hoke County","North Carolina",55234
37095,"Hyde County","North Carolina",4937
37097,"Iredell County","North Carolina",181806
37099,"Jackson County","North Carolina",43938
37101,"Johnston County","North Carolina",209339
37103,"Jones County","North Carolina",9419
37105,"Lee County","North Carolina",61779
37107,"Lenoir County","North Carolina",55949
37109,"Lincoln County","North Carolina",86111
37111,"McDowell County","North Carolina",45756
37113,"Macon County","North Carolina",35858
37115,"Madison County","North Carolina",21755
37117,"Martin County","North Carolina",22440
37119,"Mecklenburg County","North Carolina",1110356
37121,"Mitchell County","North Carolina",14964
37123,"Montgomery County","North Carolina",27173
37125,"Moore County","North Carolina",100880
37127,"Nash County","North Carolina",94298
37129,"New Hanover County","North Carolina",234473
37131,"Northampton County","North Carolina",19483
37133,"Onslow County","North Carolina",197938
37135,"Orange County","North Carolina",148476
37137,"Pamlico County","North Carolina",12726
37139,"Pasquotank County","North Carolina",39824
37141,"Pender County","North Carolina",63060
37143,"Perquimans County","North Carolina",13463
37145,"Person County","North Carolina",39490
37147,"Pitt County","North Carolina",180742
37149,"Polk County","North Carolina",20724
37151,"Randolph County","North Carolina",143667
37153,"Richmond County","North Carolina",44829
37155,"Robeson County","North Carolina",130625
37157,"Rockingham County","North Carolina",91010
37159,"Rowan County","North Carolina",142088
37161,"Rutherford County","North Carolina",67029
37163,"Sampson County","North Carolina",63531
37165,"Scotland County","North Carolina",34823
37167,"Stanly County","North Carolina",62806
37169,"Stokes County","North Carolina",45591
37171,"Surry County","North Carolina",71783
37173,"Swain County","North Carolina",14271
37175,"Transylvania County","North Carolina",34385
37177,"Tyrrell County","North Carolina",4016
37179,"Union County","North Carolina",239859
37181,"Vance County","North Carolina",44535
37183,"Wake County","North Carolina",1111761
37185,"Warren County","North Carolina",19731
37187,"Washington County","North Carolina",11580
37189,"Watauga County","North Carolina",56177
37191,"Wayne County","North Carolina",123131
37193,"Wilkes County","North Carolina",68412
37195,"Wilson County","North Carolina",81801
37197,"Yadkin County","North Carolina",37667
37199,"Yancey County","North Carolina",18069
38000,"North Dakota","North Dakota",0
38001,"Adams County","North Dakota",2216
38003,"Barnes County","North Dakota",10415
38005,"Benson County","North Dakota",6832
38007,"Billings County","North Dakota",928
38009,"Bottineau County","North Dakota",6282
38011,"Bowman County","North Dakota",3024
38013,"Burke County","North Dakota",2115
38015,"Burleigh County","North Dakota",95626
38017,"Cass County","North Dakota",181923
38019,"Cavalier County","North Dakota",3762
38021,"Dickey County","North Dakota",4872
38023,"Divide County","North Dakota",2264
38025,"Dunn County","North Dakota",4424
38027,"Eddy County","North Dakota",2287
38029,"Emmons County","North Dakota",3241
38031,"Foster County","North Dakota",3210
38033,"Golden Valley County","North Dakota",1761
38035,"Grand Forks County","North Dakota",69451
38037,"Grant County","North Dakota",2274
38039,"Griggs County","North Dakota",2231
38041,"Hettinger County","North Dakota",2499
38043,"Kidder County","North Dakota",2480
38045,"LaMoure County","North Dakota",4046
38047,"Logan County","North Dakota",1850
38049,"McHenry County","North Dakota",5745
38051,"McIntosh County","North Dakota",2497
38053,"McKenzie County","North Dakota",15024
38055,"McLean County","North Dakota",9450
38057,"Mercer County","North Dakota",8187
38059,"Morton County","North Dakota",31364
38061,"Mountrail County","North Dakota",10545
38063,"Nelson County","North Dakota",2879
38065,"Oliver County","North Dakota",1959
38067,"Pembina County","North Dakota",6801
38069,"Pierce County","North Dakota",3975
38071,"Ramsey County","North Dakota",11519
38073,"Ransom County","North Dakota",5218
38075,"Renville County","North Dakota",2327
38077,"Richland County","North Dakota",16177
38079,"Rolette County","North Dakota",14176
38081,"Sargent County","North Dakota",3898
38083,"Sheridan County","North Dakota",1315
38085,"Sioux County","North Dakota",4230
38087,"Slope County","North Dakota",750
38089,"Stark County","North Dakota",31489
38091,"Steele County","North Dakota",1890
38093,"Stutsman County","North Dakota",20704
38095,"Towner County","North Dakota",2189
38097,"Traill County","North Dakota",8036
38099,"Walsh County","North Dakota",10641
38101,"Ward County","North Dakota",67641
38103,"Wells County","North Dakota",3834
38105,"Williams County","North Dakota",37589
39000,"Ohio","Ohio",0
39001,"Adams County","Ohio",27698
39003,"Allen County","Ohio",102351
39005,"Ashland County","Ohio",53484
39007,"Ashtabula County","Ohio",97241
39009,"Athens County","Ohio",65327
39011,"Auglaize County","Ohio",45656
39013,"Belmont County","Ohio",67006
39015,"Brown County","Ohio",43432
39017,"Butler County","Ohio",383134
39019,"Carroll County","Ohio",26914
39021,"Champaign County","Ohio",38885
39023,"Clark County","Ohio",134083
39025,"Clermont County","Ohio",206428
39027,"Clinton County","Ohio",41968
39029,"Columbiana County","Ohio",101883
39031,"Coshocton County","Ohio",36600
39033,"Crawford County","Ohio",41494
39035,"Cuyahoga County","Ohio",1235072
39037,"Darke County","Ohio",51113
39039,"Defiance County","Ohio",38087
39041,"Delaware County","Ohio",209177
39043,"Erie County","Ohio",74266
39045,"Fairfield County","Ohio",157574
39047,"Fayette County","Ohio",28525
39049,"Franklin County","Ohio",1316756
39051,"Fulton County","Ohio",42126
39053,"Gallia County","Ohio",29898
39055,"Geauga County","Ohio",93649
39057,"Greene County","Ohio",168937
39059,"Guernsey County","Ohio",38875
39061,"Hamilton County","Ohio",817473
39063,"Hancock County","Ohio",75783
39065,"Hardin County","Ohio",31365
39067,"Harrison County","Ohio",15040
39069,"Henry County","Ohio",27006
39071,"Highland County","Ohio",43161
39073,"Hocking County","Ohio",28264
39075,"Holmes County","Ohio",43960
39077,"Huron County","Ohio",58266
39079,"Jackson County","Ohio",32413
39081,"Jefferson County","Ohio",65325
39083,"Knox County","Ohio",62322
39085,"Lake County","Ohio",230149
39087,"Lawrence County","Ohio",59463
39089,"Licking County","Ohio",176862
39091,"Logan County","Ohio",45672
39093,"Lorain County","Ohio",309833
39095,"Lucas County","Ohio",428348
39097,"Madison County","Ohio",44731
39099,"Mahoning County","Ohio",228683
39101,"Marion County","Ohio",65093
39103,"Medina County","Ohio",179746
39105,"Meigs County","Ohio",22907
39107,"Mercer County","Ohio",41172
39109,"Miami County","Ohio",106987
39111,"Monroe County","Ohio",13654
39113,"Montgomery County","Ohio",531687
39115,"Morgan County","Ohio",14508
39117,"Morrow County","Ohio",35328
39119,"Muskingum County","Ohio",86215
39121,"Noble County","Ohio",14424
39123,"Ottawa County","Ohio",40525
39125,"Paulding County","Ohio",18672
39127,"Perry County","Ohio",36134
39129,"Pickaway County","Ohio",58457
39131,"Pike County","Ohio",27772
39133,"Portage County","Ohio",162466
39135,"Preble County","Ohio",40882
39137,"Putnam County","Ohio",33861
39139,"Richland County","Ohio",121154
39141,"Ross County","Ohio",76666
39143,"Sandusky County","Ohio",58518
39145,"Scioto County","Ohio",75314
39147,"Seneca County","Ohio",55178
39149,"Shelby County","Ohio",48590
39151,"Stark County","Ohio",370606
39153,"Summit County","Ohio",541013
39155,"Trumbull County","Ohio",197974
39157,"Tuscarawas County","Ohio",91987
39159,"Union County","Ohio",58988
39161,"Van Wert County","Ohio",28275
39163,"Vinton County","Ohio",13085
39165,"Warren County","Ohio",234602
39167,"Washington County","Ohio",59911
39169,"Wayne County","Ohio",115710
39171,"Williams County","Ohio",36692
39173,"Wood County","Ohio",130817
39175,"Wyandot County","Ohio",21772
40000,"Oklahoma","Oklahoma",0
40001,"Adair County","Oklahoma",22194
40003,"Alfalfa County","Oklahoma",5702
40005,"Atoka County","Oklahoma",13758
40007,"Beaver County","Oklahoma",5311
40009,"Beckham County","Oklahoma",21859
40011,"Blaine County","Oklahoma",9429
40013,"Bryan County","Oklahoma",47995
40015,"Caddo County","Oklahoma",28762
40017,"Canadian County","Oklahoma",148306
40019,"Carter County","Oklahoma",48111
40021,"Cherokee County","Oklahoma",48657
40023,"Choctaw County","Oklahoma",14672
40025,"Cimarron County","Oklahoma",2137
40027,"Cleveland County","Oklahoma",284014
40029,"Coal County","Oklahoma",5495
40031,"Comanche County","Oklahoma",120749
40033,"Cotton County","Oklahoma",5666
40035,"Craig County","Oklahoma",14142
40037,"Creek County","Oklahoma",71522
40039,"Custer County","Oklahoma",29003
40041,"Delaware County","Oklahoma",43009
40043,"Dewey County","Oklahoma",4891
40045,"Ellis County","Oklahoma",3859
40047,"Garfield County","Oklahoma",61056
40049,"Garvin County","Oklahoma",27711
40051,"Grady County","Oklahoma",55834
40053,"Grant County","Oklahoma",4333
40055,"Greer County","Oklahoma",5712
40057,"Harmon County","Oklahoma",2653
40059,"Harper County","Oklahoma",3688
40061,"Haskell County","Oklahoma",12627
40063,"Hughes County","Oklahoma",13279
40065,"Jackson County","Oklahoma",24530
40067,"Jefferson County","Oklahoma",6002
40069,"Johnston County","Oklahoma",11085
40071,"Kay County","Oklahoma",43538
40073,"Kingfisher County","Oklahoma",15765
40075,"Kiowa County","Oklahoma",8708
40077,"Latimer County","Oklahoma",10073
40079,"Le Flore County","Oklahoma",49853
40081,"Lincoln County","Oklahoma",34877
40083,"Logan County","Oklahoma",48011
40085,"Love County","Oklahoma",10253
40087,"McClain County","Oklahoma",40474
40089,"McCurtain County","Oklahoma",32832
40091,"McIntosh County","Oklahoma",19596
40093,"Major County","Oklahoma",7629
40095,"Marshall County","Oklahoma",16931
40097,"Mayes County","Oklahoma",41100
40099,"Murray County","Oklahoma",14073
40101,"Muskogee County","Oklahoma",67997
40103,"Noble County","Oklahoma",11131
40105,"Nowata County","Oklahoma",10076
40107,"Okfuskee County","Oklahoma",11993
40109,"Oklahoma County","Oklahoma",797434
40111,"Okmulgee County","Oklahoma",38465
40113,"Osage County","Oklahoma",46963
40115,"Ottawa County","Oklahoma",31127
40117,"Pawnee County","Oklahoma",16376
40119,"Payne County","Oklahoma",81784
40121,"Pittsburg County","Oklahoma",43654
40123,"Pontotoc County","Oklahoma",38284
40125,"Pottawatomie County","Oklahoma",72592
40127,"Pushmataha County","Oklahoma",11096
40129,"Roger Mills County","Oklahoma",3583
40131,"Rogers County","Oklahoma",92459
40133,"Seminole County","Oklahoma",24258
40135,"Sequoyah County","Oklahoma",41569
40137,"Stephens County","Oklahoma",43143
40139,"Texas County","Oklahoma",19983
40141,"Tillman County","Oklahoma",7250
40143,"Tulsa County","Oklahoma",651552
40145,"Wagoner County","Oklahoma",81289
40147,"Washington County","Oklahoma",51527
40149,"Washita County","Oklahoma",10916
40151,"Woods County","Oklahoma",8793
40153,"Woodward County","Oklahoma",20211
41000,"Oregon","Oregon",0
41001,"Baker County","Oregon",16124
41003,"Benton County","Oregon",93053
41005,"Clackamas County","Oregon",418187
41007,"Clatsop County","Oregon",40224
41009,"Columbia County","Oregon",52354
41011,"Coos County","Oregon",64487
41013,"Crook County","Oregon",24404
41015,"Curry County","Oregon",22925
41017,"Deschutes County","Oregon",197692
41019,"Douglas County","Oregon",110980
41021,"Gilliam County","Oregon",1912
41023,"Grant County","Oregon",7199
41025,"Harney County","Oregon",7393
41027,"Hood River County","Oregon",23382
41029,"Jackson County","Oregon",220944
41031,"Jefferson County","Oregon",24658
41033,"Josephine County","Oregon",87487
41035,"Klamath County","Oregon",68238
41037,"Lake County","Oregon",7869
41039,"Lane County","Oregon",382067
41041,"Lincoln County","Oregon",49962
41043,"Linn County","Oregon",129749
41045,"Malheur County","Oregon",30571
41047,"Marion County","Oregon",347818
41049,"Morrow County","Oregon",11603
41051,"Multnomah County","Oregon",812855
41053,"Polk County","Oregon",86085
41055,"Sherman County","Oregon",1780
41057,"Tillamook County","Oregon",27036
41059,"Umatilla County","Oregon",77950
