"FIPS","Name","LONGITUDE","LATITUDE","LONGITUDE.1","LATITUDE.1"
18051,"Gibson County",-87.546685,38.30918,1083436.47111485,-662422.924811583
18053,"Grant County",-85.644413,40.525253,1206696.56635747,-392089.780579725
18055,"Greene County",-86.992172,39.052316,1119072.5525771,-573190.056747155
18057,"Hamilton County",-86.059737,40.002534,1181560.04141393,-455606.560267214
18059,"Hancock County",-85.824125,39.811662,1204744.30513843,-473198.619808118
18061,"Harrison County",-86.097474,38.233745,1209450.44331172,-650755.697375969
18063,"Hendricks County",-86.415055,39.772784,1155770.99452355,-485921.369281387
18065,"Henry County",-85.403678,39.928644,1237842.29984436,-454114.069305326
18067,"Howard County",-86.132959,40.470704,1167095.45013931,-405134.175231555
18069,"Huntington County",-85.487085,40.870224,1213286.48037394,-351844.192422006
18071,"Jackson County",-85.942654,38.925896,1210571.96487082,-572359.653939729
18073,"Jasper County",-87.149436,41.075783,1072384.2644702,-352338.04108052
18075,"Jay County",-85.033025,40.428424,1259265.30464512,-393573.820080872
18077,"Jefferson County",-85.433692,38.758956,1256911.49826445,-583143.699051998
18079,"Jennings County",-85.648821,39.005169,1234133.08667658,-559307.706680812
18081,"Johnson County",-86.113609,39.553276,1185000.72587673,-505810.805863673
18083,"Knox County",-87.45768,38.698623,1084993.25857612,-618342.534336408
18085,"Kosciusko County",-85.830484,41.266796,1177640.34065343,-313234.110093821
18087,"LaGrange County",-85.46117,41.6324,1201003.30060682,-267672.480535636
18089,"Lake County",-87.408155,41.526226,1043615.28468956,-306026.109794978
18091,"LaPorte County",-86.790977,41.631837,1092405.79538279,-286348.753640352
18093,"Lawrence County",-86.495718,38.846386,1164827.19080764,-589029.958300476
18095,"Madison County",-85.708901,40.11412,1208891.43550406,-438247.929404318
18097,"Marion County",-86.135905,39.791299,1178919.56712275,-479938.587736
18099,"Marshall County",-86.273082,41.347248,1139850.19343697,-310633.532539455
18101,"Martin County",-86.848113,38.678357,1137526.75992251,-612418.144065509
18103,"Miami County",-86.073933,40.730651,1167335.27828125,-375692.828002591
18105,"Monroe County",-86.537697,39.162879,1155873.76960949,-554776.646014857
18107,"Montgomery County",-86.90006,40.03511,1110554.75806129,-463690.301176802
18109,"Morgan County",-86.399318,39.512251,1161603.75750356,-514379.666629943
18111,"Newton County",-87.380385,40.994087,1054639.79094034,-364330.521973127
18113,"Noble County",-85.391205,41.413892,1210876.90334386,-290662.305158996
18115,"Ohio County",-84.911295,38.954549,1297672.58996682,-553601.552178019
18117,"Orange County",-86.496982,38.562156,1169536.91778115,-620334.54906712
18119,"Owen County",-86.799822,39.315596,1131055.35511859,-541580.07176241
18121,"Parke County",-87.227997,39.758327,1087547.90805979,-498548.791563484
18123,"Perry County",-86.705205,38.009327,1160863.30551379,-684107.780172814
18125,"Pike County",-87.233923,38.424833,1108541.64021699,-645557.877836365
18127,"Porter County",-87.105308,41.513679,1068672.76002334,-303508.959489473
18129,"Posey County",-87.823041,38.013245,1064096.50577889,-698605.172233577
18131,"Pulaski County",-86.685266,41.050592,1111141.25279627,-348945.410275241
18133,"Putnam County",-86.835611,39.646107,1122496.70115754,-505666.684878632
18135,"Randolph County",-84.997064,40.168573,1267255.04843465,-421570.333614853
18137,"Ripley County",-85.218379,39.159402,1267793.43324336,-535851.874474978
18139,"Rush County",-85.474569,39.623616,1237554.94184935,-488708.8426856
18141,"St. Joseph County",-86.228686,41.6754,1137589.77758865,-273900.345548183
18143,"Scott County",-85.762718,38.698198,1229955.14590199,-594755.48535865
18145,"Shelby County",-85.789825,39.536039,1212608.98558606,-503011.998698482
18147,"Spencer County",-87.011149,38.015495,1134320.37273375,-687644.396139151
18149,"Starke County",-86.631962,41.282896,1111502.74859575,-322641.713013259
18151,"Steuben County",-85.010662,41.649521,1237373.58927523,-259082.846403721
18153,"Sullivan County",-87.390988,39.103093,1084286.48344972,-572895.326101326
18155,"Switzerland County",-85.023499,38.819835,1290691.72113379,-570152.122201692
18157,"Tippecanoe County",-86.886971,40.41788,1105211.56571547,-421350.537335852
18159,"Tipton County",-86.050587,40.308849,1176849.65593487,-421772.079619034
18161,"Union County",-84.919102,39.618626,1284336.83005368,-480778.474920151
18163,"Vanderburgh County",-87.551819,37.996062,1087847.83415666,-696996.603475022
18165,"Vermillion County",-87.440231,39.763164,1069572.33485739,-500785.089129641
18167,"Vigo County",-87.387985,39.460817,1078829.97498861,-533431.194184328
18169,"Wabash County",-85.802372,40.858522,1187472.65779078,-357736.432342926
18171,"Warren County",-87.326289,40.312186,1070275.39061839,-438794.218883669
18173,"Warrick County",-87.352574,38.012884,1104831.60461535,-692521.073408213
18175,"Washington County",-86.086677,38.572886,1204482.69443562,-613289.37109088
18177,"Wayne County",-84.949811,39.842737,1277461.67927659,-456636.43504987
18179,"Wells County",-85.194412,40.770771,1239333.28637096,-358408.331414423
18181,"White County",-86.810306,40.755698,1105857.65752864,-383110.165020421
18183,"Whitley County",-85.47848,41.163144,1208478.68688666,-319514.068605759
19001,"Adair County",-94.479157,41.344629,460682.743219386,-390933.888649213
19003,"Adams County",-94.709635,41.006693,443812.848160383,-429699.585014997
19005,"Allamakee County",-91.417115,43.25705,693541.41127077,-157279.43388809
19007,"Appanoose County",-92.867034,40.739836,600440.879989309,-447628.967757107
19009,"Audubon County",-94.925302,41.676829,421309.588726622,-356457.674748845
19011,"Benton County",-92.017478,42.06222,657905.383463489,-294587.425205958
19013,"Black Hawk County",-92.370013,42.490851,624632.78810407,-249852.319398675
19015,"Boone County",-93.895155,42.026494,503848.552573633,-311849.711801932
19017,"Bremer County",-92.376967,42.743058,621511.698903376,-221954.057079659
19019,"Buchanan County",-91.901041,42.486957,662915.719309965,-246594.123734337
19021,"Buena Vista County",-95.181444,42.679153,393695.978158013,-246454.352506291
19023,"Butler County",-92.758692,42.707538,590835.60993978,-228721.69012465
19025,"Calhoun County",-94.625331,42.400162,441045.910109109,-274591.828682033
19027,"Carroll County",-94.867634,42.038571,423648.229605803,-316006.664357874
19029,"Cass County",-94.979466,41.365898,418862.934545295,-391247.090370187
19031,"Cedar County",-91.137388,41.757883,733654.189060569,-320825.556547669
19033,"Cerro Gordo County",-93.246222,43.135116,547321.170572132,-184706.064891383
19035,"Cherokee County",-95.593937,42.749288,359624.846702243,-240565.214450683
19037,"Chickasaw County",-92.344319,43.038059,621152.685163129,-189011.453091816
19039,"Clarke County",-93.78126,41.036835,521281.559612192,-420919.100294631
19041,"Clay County",-95.159571,43.127315,392586.556637295,-196586.580449171
19043,"Clayton County",-91.322919,42.860097,705719.314799348,-200427.207502022
19045,"Clinton County",-90.335737,41.852707,798446.587546348,-302846.508400071
19047,"Crawford County",-95.358454,42.027366,383258.925817848,-319664.012905555
19049,"Dallas County",-93.923368,41.645223,504570.682501897,-354320.524120527
19051,"Davis County",-92.415821,40.765097,638046.345083238,-441441.563096803
19053,"Decatur County",-93.821366,40.71001,520546.192341001,-457419.892442892
19055,"Delaware County",-91.383342,42.482434,705152.934429741,-242766.725516887
19057,"Des Moines County",-91.141489,40.833525,743994.081445364,-423180.213229977
19059,"Dickinson County",-95.133548,43.389624,392982.91379198,-167334.567495751
19061,"Dubuque County",-90.759915,42.493726,755772.459075174,-235949.435744131
19063,"Emmet County",-94.75499,43.394425,423468.341362802,-164906.755652186
19065,"Fayette County",-91.855375,42.820385,663029.458520035,-209286.464835355
19067,"Floyd County",-92.75233,43.074625,587805.476534959,-187979.512118837
19069,"Franklin County",-93.240318,42.755202,551225.332236453,-226800.374647771
19071,"Fremont County",-95.623322,40.747942,368730.635002207,-462920.364249011
19073,"Greene County",-94.375962,42.029792,464222.493065492,-314320.630467741
19075,"Grundy County",-92.748284,42.380262,594831.666424027,-264927.853138729
19077,"Guthrie County",-94.431251,41.669446,462305.844935128,-354620.881564962
19079,"Hamilton County",-93.766985,42.407552,511263.31093913,-268781.55267029
19081,"Hancock County",-93.705072,43.092013,510594.457151475,-192460.465896012
19083,"Hardin County",-93.215799,42.436775,556088.19389037,-261947.748488802
19085,"Harrison County",-95.807433,41.662391,348240.33159786,-362190.534096651
19087,"Henry County",-91.537058,40.981343,709297.555980143,-410305.448821114
19089,"Howard County",-92.231027,43.361616,626944.927193863,-152287.296237674
19091,"Humboldt County",-94.215551,42.74679,471942.871307985,-233835.272817291
19093,"Ida County",-95.504381,42.391343,369062.44366679,-279917.460604662
19095,"Iowa County",-92.039923,41.702615,659826.659443094,-334606.927583611
19097,"Jackson County",-90.566782,42.139283,775904.693908595,-273362.527159382
19099,"Jasper County",-93.070038,41.678374,574929.449105568,-345037.652901456
19101,"Jefferson County",-91.964603,41.013171,673276.849446201,-410369.383054761
19103,"Johnson County",-91.55831,41.679755,699831.710185813,-333151.241203948
19105,"Jones County",-91.198513,42.136467,724233.713675965,-279458.519318247
19107,"Keokuk County",-92.17499,41.325439,652534.269880168,-377471.730801297
19109,"Kossuth County",-94.22057,43.147016,468446.981192878,-189448.201633901
19111,"Lee County",-91.396226,40.55857,725756.571354627,-455885.917522203
19113,"Linn County",-91.647251,42.009607,688869.45393464,-297374.396540731
19115,"Louisa County",-91.259929,41.22579,729639.255833254,-380819.505488183
19117,"Lucas County",-93.313045,41.021148,560562.422463401,-419584.64611101
19119,"Lyon County",-96.218544,43.385265,305477.327894187,-172463.930294254
19121,"Madison County",-93.989405,41.347064,501444.035629795,-387800.551161428
19123,"Mahaska County",-92.641016,41.31208,613933.127264127,-382539.634700179
19125,"Marion County",-93.04269,41.35483,580136.872989397,-380716.153297907
19127,"Marshall County",-92.938421,42.031353,582538.905990622,-304974.738264416
19129,"Mills County",-95.695267,41.04967,360990.956327111,-429741.359120031
19131,"Mitchell County",-92.803247,43.336257,581167.958471343,-159337.954176941
19133,"Monona County",-95.985135,42.063026,331379.585467816,-318432.897476945
19135,"Monroe County",-92.827682,41.035615,600991.897244009,-414558.995891285
19137,"Montgomery County",-95.167995,41.008619,405405.865600796,-431847.110824837
19139,"Muscatine County",-91.078997,41.464065,741897.2881796,-352824.44983976
19141,"O'Brien County",-95.690881,43.126413,349552.379728216,-199100.994356534
19143,"Osceola County",-95.680373,43.38638,348898.431695155,-170181.57509395
19145,"Page County",-95.188476,40.747616,405318.810952711,-460917.234091174
19147,"Palo Alto County",-94.690212,43.099878,430785.262666831,-197266.524801343
19149,"Plymouth County",-96.203431,42.747907,309932.699779655,-243212.904933396
19151,"Pocahontas County",-94.700868,42.745402,432428.679532056,-236672.666792382
19153,"Polk County",-93.641654,41.623296,528088.686296286,-354982.65710761
19155,"Pottawattamie County",-95.79515,41.278533,351370.663819492,-404762.485804323
19157,"Poweshiek County",-92.620663,41.709953,611784.36815345,-338290.446816359
19159,"Ringgold County",-94.23852,40.733763,485297.568590459,-457327.858964278
19161,"Sac County",-95.088801,42.375805,403231.362094269,-279684.023582019
19163,"Scott County",-90.567812,41.563153,782960.889409514,-337114.415327281
19165,"Shelby County",-95.320336,41.665153,388630.817678626,-359700.417229492
19167,"Sioux County",-96.16727,43.079825,311184.500494985,-206202.906178654
19169,"Story County",-93.601827,42.026371,527999.050011549,-310018.491507191
19171,"Tama County",-92.542587,42.065599,614747.314475603,-298288.710054143
19173,"Taylor County",-94.673438,40.755364,448580.594613917,-457392.533617077
19175,"Union County",-94.318925,41.053083,476185.043954575,-422371.243046165
19177,"Van Buren County",-91.939134,40.745557,678199.359709737,-439801.51311014
19179,"Wapello County",-92.418385,41.016218,635362.297605822,-413636.852005588
19181,"Warren County",-93.588243,41.400885,534379.474327142,-379305.234424898
19183,"Washington County",-91.695465,41.361978,691962.34096877,-369504.385579347
19185,"Wayne County",-93.312926,40.740054,563010.028073745,-450749.47237703
19187,"Webster County",-94.179066,42.480374,476973.808429338,-263188.325186724
19189,"Winnebago County",-93.667031,43.34288,511544.254304304,-164390.739737373
19191,"Winneshiek County",-91.814375,43.281284,661312.616828205,-157895.998474297
19193,"Woodbury County",-96.344174,42.483225,299738.809598716,-273140.210452062
19195,"Worth County",-93.252258,43.36654,544740.852598082,-159079.936397563
19197,"Wright County",-93.755488,42.732195,509512.386557299,-232693.986109582
20001,"Allen County",-95.367053,37.896584,407048.285939478,-778075.907472611
20003,"Anderson County",-95.264386,38.250112,413972.287608941,-738372.023170873
20005,"Atchison County",-95.181488,39.555583,413279.823079477,-593160.422961433
20007,"Barber County",-98.557384,37.212182,128039.747854268,-864197.917085231
20009,"Barton County",-98.757739,38.394738,108437.001775729,-733257.341879641
20011,"Bourbon County",-94.749443,37.845557,461560.752097426,-780523.762305062
20013,"Brown County",-95.550384,39.801273,380285.220938327,-567663.914383492
20015,"Butler County",-96.989771,37.727135,265206.442941005,-803391.699482952
20017,"Chase County",-96.559378,38.358336,300397.145159534,-731911.056603257
20019,"Chautauqua County",-96.231466,37.111002,334826.935793311,-869002.94656732
20021,"Cherokee County",-94.755079,37.115229,465792.682705511,-861488.675191579
20023,"Cheyenne County",-101.738994,39.768136,-148771.195028314,-579994.288839521
20025,"Clark County",-99.873033,37.290453,11257.4462446752,-856607.015214419
20027,"Clay County",-97.12257,39.356195,247634.56171649,-623019.058808492
20029,"Cloud County",-97.637247,39.53395,202823.613216127,-604679.33489874
20031,"Coffey County",-95.739982,38.247657,372457.38125017,-740885.129138031
20033,"Comanche County",-99.365215,37.23627,56324.4692786191,-862413.54095427
20035,"Cowley County",-96.997786,37.174285,266548.062588838,-864732.976364099
20037,"Crawford County",-94.731394,37.439934,465788.28377272,-825377.80763359
20039,"Decatur County",-100.490859,39.804329,-41973.8805885245,-577409.802600437
20041,"Dickinson County",-97.149128,38.881314,247062.262978371,-675812.283967157
20043,"Doniphan County",-95.07501,39.788642,420935.976163037,-566767.576055837
20045,"Douglas County",-95.251337,38.941783,410989.967695402,-661597.908167867
20047,"Edwards County",-99.354911,37.914412,56698.0427664451,-787160.392793639
20049,"Elk County",-96.236702,37.421638,332924.196783457,-834583.061090612
20051,"Ellis County",-99.32999,38.88156,58077.465430743,-679782.251540209
20053,"Ellsworth County",-98.262851,38.721016,150918.236511558,-696268.008327705
20055,"Finney County",-100.86582,37.97733,-76030.0361764966,-780002.445537271
20057,"Ford County",-99.994842,37.751112,454.396644410232,-805501.704240833
20059,"Franklin County",-95.260071,38.602731,412256.960994964,-699246.484637451
20061,"Geary County",-96.83925,39.03865,273274.262301669,-657380.144787043
20063,"Gove County",-100.374241,39.047631,-32361.6364859944,-661502.527509909
20065,"Graham County",-99.857852,39.359746,12235.7832790569,-626903.661575982
20067,"Grant County",-101.34973,37.580306,-119184.111741067,-823495.064199961
20069,"Gray County",-100.412964,37.726577,-36392.6459530037,-808134.61789665
20071,"Greeley County",-101.763211,38.487089,-153699.721328037,-722187.646958295
20073,"Greenwood County",-96.226569,37.85753,331785.199822762,-786204.825299246
20075,"Hamilton County",-101.76766,37.979185,-155208.147039303,-778549.158758898
20077,"Harper County",-98.051218,37.215092,172948.990071085,-862966.952606353
20079,"Harvey County",-97.385273,38.047085,229338.277355225,-769065.709852839
20081,"Haskell County",-100.89411,37.500029,-79042.9017066585,-832941.245632239
20083,"Hodgeman County",-99.867564,38.083504,11612.3214039858,-768602.817693874
20085,"Jackson County",-95.751346,39.400924,365295.386523442,-612993.804473969
20087,"Jefferson County",-95.397856,39.210891,396760.054900028,-632457.153033236
20089,"Jewell County",-98.201227,39.775457,153867.504880214,-579072.106955384
20091,"Johnson County",-94.737132,38.928049,455514.952675482,-660443.157158113
20093,"Kearny County",-101.237967,37.954211,-108742.362827831,-782156.91464774
20095,"Kingman County",-98.097712,37.608437,167901.177416752,-819426.676917052
20097,"Kiowa County",-99.257059,37.598711,65588.8563357389,-822122.347497154
20099,"Labette County",-95.260544,37.258236,420132.649867533,-848311.737366223
20101,"Lane County",-100.487778,38.503002,-42513.6692205837,-721921.556651908
20103,"Leavenworth County",-94.959302,39.238518,434337.38888491,-627199.043861276
20105,"Lincoln County",-98.175271,39.036065,157800.939169529,-661128.987147825
20107,"Linn County",-94.801632,38.237359,454445.726947629,-737378.210144008
20109,"Logan County",-100.925261,39.098288,-79948.8844095668,-655505.341361393
20111,"Lyon County",-96.179779,38.416154,333236.007651555,-724054.858017815
20113,"McPherson County",-97.647603,38.381163,205356.506365016,-732676.436841207
20115,"Marion County",-97.124507,38.326437,251197.520593272,-737318.458733352
20117,"Marshall County",-96.573612,39.800028,292911.717758787,-571957.571678161
20119,"Meade County",-100.394216,37.292089,-34951.9684479527,-856351.874772484
20121,"Miami County",-94.836385,38.590405,449131.110982692,-698423.21642752
20123,"Mitchell County",-98.174198,39.454968,156924.580322427,-614613.225525165
20125,"Montgomery County",-95.695334,37.139982,382259.753932119,-863498.939979588
20127,"Morris County",-96.588826,38.698154,296374.615724816,-694311.300710408
20129,"Morton County",-101.838333,37.047093,-163528.062957496,-881822.053111474
20131,"Nemaha County",-95.962628,39.829915,344941.462227563,-566288.853306515
20133,"Neosho County",-95.39482,37.624963,406161.870080916,-808324.367307888
20135,"Ness County",-99.898826,38.492429,8819.50579482726,-723214.310202105
20137,"Norton County",-99.878289,39.820601,10405.1787075768,-575718.907808498
20139,"Osage County",-95.711621,38.698945,372510.202578211,-690701.430042963
20141,"Osborne County",-98.707572,39.424792,111137.081042403,-618825.214405775
20143,"Ottawa County",-97.681833,39.096434,200283.946370601,-653364.432174056
20145,"Pawnee County",-99.147286,38.178541,74665.5378932063,-757682.197938455
20147,"Phillips County",-99.349355,39.757048,55676.335207399,-582567.58668128
20149,"Pottawatomie County",-96.316121,39.258473,317444.738187021,-631123.661400651
20151,"Pratt County",-98.731177,37.645065,111938.931595083,-816421.374985901
20153,"Rawlins County",-101.053756,39.807807,-90100.7721162631,-576575.113014611
20155,"Reno County",-97.933041,38.050915,181297.285181286,-769986.719568743
20157,"Republic County",-97.659183,39.818188,200092.827778045,-573169.364832472
20159,"Rice County",-98.201028,38.321963,157188.179857797,-740449.081189652
20161,"Riley County",-96.633015,39.189473,290451.202337472,-639940.862077321
20163,"Rooks County",-99.316791,39.314266,58847.7499646311,-631723.161938349
20165,"Rush County",-99.283593,38.525797,62419.4953386384,-719247.121266054
20167,"Russell County",-98.824959,38.904508,101817.490319457,-676749.248110586
20169,"Saline County",-97.606733,38.815777,207617.693210102,-684336.425352828
20171,"Scott County",-100.913605,38.482303,-79650.1133862494,-723907.54379679
20173,"Sedgwick County",-97.344603,37.678808,234117.854744378,-809811.210137583
20175,"Seward County",-100.9161,37.052196,-81491.5611335493,-882602.012242537
20177,"Shawnee County",-95.705467,39.035591,371222.664384389,-653326.648379539
20179,"Sheridan County",-100.467964,39.36791,-40276.2100559035,-625893.988837102
20181,"Sherman County",-101.726283,39.349294,-148604.344141215,-626530.892738813
20183,"Smith County",-98.809623,39.770675,101837.985564546,-580541.347391277
20185,"Stafford County",-98.736685,38.00686,110886.000141796,-776280.712460271
20187,"Stanton County",-101.756238,37.566267,-155104.383415591,-824386.947285384
20189,"Stevens County",-101.322335,37.190103,-117401.196964308,-866823.066341238
20191,"Sumner County",-97.406852,37.304076,229831.182162534,-851549.598550925
20193,"Thomas County",-101.04619,39.38443,-90018.028974749,-623605.811245196
20195,"Trego County",-99.881979,39.004452,10212.0716571001,-666362.836384838
20197,"Wabaunsee County",-96.177572,38.984769,330696.592385878,-660957.726903219
20199,"Wallace County",-101.765288,38.888589,-152990.01251987,-677613.310659237
20201,"Washington County",-97.054087,39.782029,251928.233827236,-575534.88737657
20203,"Wichita County",-101.349386,38.494297,-117618.752314237,-722060.703491046
20205,"Wilson County",-95.741217,37.512574,376236.108955171,-822402.926544575
20207,"Woodson County",-95.739522,37.8733,374483.059600154,-782398.799959586
20209,"Wyandotte County",-94.707937,39.104143,456861.037575365,-640754.718116574
21001,"Adair County",-85.279096,37.107756,1300235.79778285,-762224.654767042
21003,"Allen County",-86.208056,36.747908,1225200.85465293,-815806.653002812
21005,"Anderson County",-84.923071,38.028088,1314145.88179509,-655545.58776162
21007,"Ballard County",-88.97886,37.04421,977038.829085161,-819601.123169271
21009,"Barren County",-85.931813,36.996774,1245183.55004269,-784361.591627121
21011,"Bath County",-83.73656,38.139441,1413745.3590878,-623857.687349446
21013,"Bell County",-83.701396,36.687928,1445866.72158887,-782379.784485835
21015,"Boone County",-84.679715,38.9871,1316682.13772455,-546371.924188171
21017,"Bourbon County",-84.246611,38.202978,1368829.0543743,-625430.278933369
21019,"Boyd County",-82.666548,38.431905,1498824.25556815,-573041.429136918
21021,"Boyle County",-84.799493,37.635777,1332156.2627479,-696663.866052017
21023,"Bracken County",-84.070088,38.702562,1373989.30422092,-567701.890793961
21025,"Breathitt County",-83.37768,37.520092,1457180.3763337,-685549.610366383
21027,"Breckinridge County",-86.410471,37.770382,1190346.44038457,-706248.45919134
21029,"Bullitt County",-85.655385,38.022943,1251208.67710157,-667400.697510218
21031,"Butler County",-86.680574,37.218921,1175994.2622892,-770766.796848274
21033,"Caldwell County",-87.87922,37.127446,1072485.087768,-796958.446820264
21035,"Calloway County",-88.305814,36.620185,1042294.34552057,-858255.74504775
21037,"Campbell County",-84.44141,39.035049,1335926.86978366,-537290.652160307
21039,"Carlisle County",-88.94788,36.854337,982332.451256804,-840186.499161195
21041,"Carroll County",-85.139328,38.668554,1283664.97449895,-588570.58692697
21043,"Carter County",-83.03816,38.313503,1469757.77625627,-592655.49839662
21045,"Casey County",-84.924168,37.303319,1327552.4842619,-735159.177935841
21047,"Christian County",-87.478173,36.810955,1112497.18034477,-826594.965124793
21049,"Clark County",-84.182232,37.986825,1378590.68562691,-648082.323904915
21051,"Clay County",-83.746759,37.169598,1432341.28756931,-730360.73785301
21053,"Clinton County",-85.135223,36.713992,1319929.49386098,-803224.087262991
21055,"Crittenden County",-88.095078,37.332496,1050547.44616254,-777096.69179311
21057,"Cumberland County",-85.389079,36.778888,1296517.43023669,-800063.967802803
21059,"Daviess County",-87.094971,37.747732,1131358.18392823,-718272.843904682
21061,"Edmonson County",-86.255277,37.196775,1213506.76865499,-767123.039897535
21063,"Elliott County",-83.106515,38.122128,1467962.02682866,-614825.7829683
21065,"Estill County",-83.988899,37.706277,1400748.92978162,-675627.880983061
21067,"Fayette County",-84.496639,38.020523,1350936.09469845,-649544.164824342
21069,"Fleming County",-83.708286,38.388567,1411105.90947539,-596062.759431072
21071,"Floyd County",-82.738526,37.552299,1511553.91008994,-670627.653581462
21073,"Franklin County",-84.867592,38.196045,1315754.42882459,-636222.002806543
21075,"Fulton County",-89.035017,36.538176,978866.300822279,-876082.876164825
21077,"Gallatin County",-84.842979,38.764401,1307091.54693407,-573412.726691471
21079,"Garrard County",-84.575557,37.649333,1351248.74159031,-691569.289271124
21081,"Grant County",-84.602069,38.688104,1329048.13565953,-577961.049207881
21083,"Graves County",-88.650362,36.741213,1010146.3923058,-849127.997410623
21085,"Grayson County",-86.306723,37.46909,1204429.16056429,-737910.2133395
21087,"Green County",-85.538944,37.265597,1274769.36693093,-748886.078123787
21089,"Greenup County",-82.812206,38.555431,1483798.81655029,-562139.802093345
21091,"Hancock County",-86.804762,37.868017,1154574.78433111,-701048.61263828
21093,"Hardin County",-85.917039,37.746047,1233492.68474693,-701750.464463618
21095,"Harlan County",-83.232825,36.865625,1483125.90875355,-754697.153765689
21097,"Harrison County",-84.314823,38.415966,1358822.23440632,-603178.886344998
21099,"Hart County",-85.885789,37.278157,1244340.24526035,-752737.023404372
21101,"Henderson County",-87.564405,37.818482,1089498.02269333,-716729.808491903
21103,"Henry County",-85.179495,38.431904,1284632.25310742,-615193.930224877
21105,"Hickman County",-88.959953,36.666725,983793.235536414,-861024.447582501
21107,"Hopkins County",-87.523154,37.305866,1100973.41475258,-772670.600200025
21109,"Jackson County",-83.99368,37.402802,1406327.79030742,-708991.893124063
21111,"Jefferson County",-85.691832,38.201775,1244885.0122849,-648285.847343904
21113,"Jessamine County",-84.587046,37.884455,1345772.21483677,-665945.538664468
21115,"Johnson County",-82.813992,37.829598,1499173.87461314,-641636.871555675
21117,"Kenton County",-84.548581,39.01319,1327283.15657917,-541413.911971295
21119,"Knott County",-82.940555,37.32759,1498888.62185836,-698880.184081949
21121,"Knox County",-83.915231,36.901584,1422997.6410338,-762626.314759366
21123,"Larue County",-85.723408,37.544796,1253798.5407605,-720990.657163381
21125,"Laurel County",-84.087834,37.091397,1404262.76603578,-744731.826929733
21127,"Lawrence County",-82.681643,38.078995,1505156.61519391,-611943.00498448
21129,"Lee County",-83.701692,37.591773,1427787.36739954,-683305.301471384
21131,"Leslie County",-83.37635,37.115255,1465564.2994878,-729884.273197268
21133,"Letcher County",-82.807173,37.14583,1514238.09120564,-716369.480893239
21135,"Lewis County",-83.347091,38.562531,1438255.76885392,-570790.686021604
21137,"Lincoln County",-84.669872,37.473121,1346434.26192991,-712439.350670822
21139,"Livingston County",-88.350899,37.135813,1030969.37086116,-801965.269888313
21141,"Logan County",-86.865922,36.85949,1165577.35257802,-812922.652578476
21143,"Lyon County",-88.079778,37.060704,1055863.63922356,-806865.369198236
21145,"McCracken County",-88.648273,37.048079,1006073.76167695,-815259.305616655
21147,"McCreary County",-84.446083,36.715761,1380239.20485856,-791909.572730734
21149,"McLean County",-87.219315,37.513232,1124266.09677036,-745780.682584131
21151,"Madison County",-84.287451,37.70616,1375018.60476301,-680617.339512129
21153,"Magoffin County",-83.056234,37.729816,1480498.11852141,-656902.624955231
21155,"Marion County",-85.287195,37.569587,1291174.3274214,-711609.367649979
21157,"Marshall County",-88.339329,36.898302,1035376.01543543,-828010.160868392
21159,"Martin County",-82.51692,37.830545,1524599.85636908,-636130.361150087
21161,"Mason County",-83.788535,38.616398,1399645.25104751,-572441.841584296
21163,"Meade County",-86.132811,37.934298,1211575.93580407,-684211.282375982
21165,"Menifee County",-83.598399,37.939449,1429637.81491397,-643418.980692249
21167,"Mercer County",-84.849691,37.785009,1325021.47835168,-681077.553357861
21169,"Metcalfe County",-85.641586,36.990816,1270668.10974842,-780650.228320945
21171,"Monroe County",-85.729921,36.708328,1267865.31497835,-813039.52768983
21173,"Montgomery County",-83.917436,38.035773,1400338.84404624,-638287.920616953
21175,"Morgan County",-83.266566,37.91274,1458638.4051738,-640581.958805655
21177,"Muhlenberg County",-87.14704,37.23809,1134914.52838023,-775105.233323584
21179,"Nelson County",-85.460371,37.818018,1271702.42223596,-686972.013454298
21181,"Nicholas County",-84.023779,38.327655,1385415.57072262,-608057.371915206
21183,"Ohio County",-86.864293,37.465058,1155962.2614264,-746237.208149157
21185,"Oldham County",-85.459538,38.372848,1261740.74297191,-625976.481595108
21187,"Owen County",-84.831925,38.531935,1312452.35490224,-598768.926699891
21189,"Owsley County",-83.684099,37.452097,1432113.27721534,-698315.34251682
21191,"Pendleton County",-84.359742,38.715798,1349116.39455701,-571007.261682565
21193,"Perry County",-83.20106,37.257625,1477829.06956483,-711194.186248135
21195,"Pike County",-82.420659,37.463505,1540805.64736039,-674517.22692106
21197,"Powell County",-83.88113,37.852293,1407119.82641038,-657796.439864999
21199,"Pulaski County",-84.614645,37.092819,1358404.67045365,-753290.662767212
21201,"Robertson County",-84.048848,38.520826,1379425.09733301,-587285.43670132
21203,"Rockcastle County",-84.348396,37.381612,1376027.25178639,-717234.864638823
21205,"Rowan County",-83.442318,38.194616,1437771.5086704,-612758.763460275
21207,"Russell County",-85.05932,37.029336,1320829.0488065,-767391.587160669
21209,"Scott County",-84.570575,38.231691,1340531.70185093,-627561.120222533
21211,"Shelby County",-85.230241,38.213513,1284316.08068164,-639974.873102687
21213,"Simpson County",-86.572109,36.733285,1193446.15791674,-822672.826968442
21215,"Spencer County",-85.350915,38.059721,1276761.18390201,-658732.965108727
21217,"Taylor County",-85.343425,37.350402,1290260.06730461,-736562.853534343
21219,"Todd County",-87.171454,36.81176,1139475.32885124,-822382.814406838
