"","County.Name","State","stateFIPS"
"979","Pawnee County","KS",20
"980","Phillips County","KS",20
"981","Pottawatomie County","KS",20
"982","Pratt County","KS",20
"983","Rawlins County","KS",20
"984","Reno County","KS",20
"985","Republic County","KS",20
"986","Rice County","KS",20
"987","Riley County","KS",20
"988","Rooks County","KS",20
"989","Rush County","KS",20
"990","Russell County","KS",20
"991","Saline County","KS",20
"992","Scott County","KS",20
"993","Sedgwick County","KS",20
"994","Seward County","KS",20
"995","Shawnee County","KS",20
"996","Sheridan County","KS",20
"997","Sherman County","KS",20
"998","Smith County","KS",20
"999","Stafford County","KS",20
"1000","Stanton County","KS",20
"1001","Stevens County","KS",20
"1002","Sumner County","KS",20
"1003","Thomas County","KS",20
"1004","Trego County","KS",20
"1005","Wabaunsee County","KS",20
"1006","Wallace County","KS",20
"1007","Washington County","KS",20
"1008","Wichita County","KS",20
"1009","Wilson County","KS",20
"1010","Woodson County","KS",20
"1011","Wyandotte County","KS",20
"1012","Statewide Unallocated","KY",21
"1013","Adair County","KY",21
"1014","Allen County","KY",21
"1015","Anderson County","KY",21
"1016","Ballard County","KY",21
"1017","Barren County","KY",21
"1018","Bath County","KY",21
"1019","Bell County","KY",21
"1020","Boone County","KY",21
"1021","Bourbon County","KY",21
"1022","Boyd County","KY",21
"1023","Boyle County","KY",21
"1024","Bracken County","KY",21
"1025","Breathitt County","KY",21
"1026","Breckinridge County","KY",21
"1027","Bullitt County","KY",21
"1028","Butler County","KY",21
"1029","Caldwell County","KY",21
"1030","Calloway County","KY",21
"1031","Campbell County","KY",21
"1032","Carlisle County","KY",21
"1033","Carroll County","KY",21
"1034","Carter County","KY",21
"1035","Casey County","KY",21
"1036","Christian County","KY",21
"1037","Clark County","KY",21
"1038","Clay County","KY",21
"1039","Clinton County","KY",21
"1040","Crittenden County","KY",21
"1041","Cumberland County","KY",21
"1042","Daviess County","KY",21
"1043","Edmonson County","KY",21
"1044","Elliott County","KY",21
"1045","Estill County","KY",21
"1046","Fayette County","KY",21
"1047","Fleming County","KY",21
"1048","Floyd County","KY",21
"1049","Franklin County","KY",21
"1050","Fulton County","KY",21
"1051","Gallatin County","KY",21
"1052","Garrard County","KY",21
"1053","Grant County","KY",21
"1054","Graves County","KY",21
"1055","Grayson County","KY",21
"1056","Green County","KY",21
"1057","Greenup County","KY",21
"1058","Hancock County","KY",21
"1059","Hardin County","KY",21
"1060","Harlan County","KY",21
"1061","Harrison County","KY",21
"1062","Hart County","KY",21
"1063","Henderson County","KY",21
"1064","Henry County","KY",21
"1065","Hickman County","KY",21
"1066","Hopkins County","KY",21
"1067","Jackson County","KY",21
"1068","Jefferson County","KY",21
"1069","Jessamine County","KY",21
"1070","Johnson County","KY",21
"1071","Kenton County","KY",21
"1072","Knott County","KY",21
"1073","Knox County","KY",21
"1074","Larue County","KY",21
"1075","Laurel County","KY",21
"1076","Lawrence County","KY",21
"1077","Lee County","KY",21
"1078","Leslie County","KY",21
"1079","Letcher County","KY",21
"1080","Lewis County","KY",21
"1081","Lincoln County","KY",21
"1082","Livingston County","KY",21
"1083","Logan County","KY",21
"1084","Lyon County","KY",21
"1085","McCracken County","KY",21
"1086","McCreary County","KY",21
"1087","McLean County","KY",21
"1088","Madison County","KY",21
"1089","Magoffin County","KY",21
"1090","Marion County","KY",21
"1091","Marshall County","KY",21
"1092","Martin County","KY",21
"1093","Mason County","KY",21
"1094","Meade County","KY",21
"1095","Menifee County","KY",21
"1096","Mercer County","KY",21
"1097","Metcalfe County","KY",21
"1098","Monroe County","KY",21
"1099","Montgomery County","KY",21
"1100","Morgan County","KY",21
"1101","Muhlenberg County","KY",21
"1102","Nelson County","KY",21
"1103","Nicholas County","KY",21
"1104","Ohio County","KY",21
"1105","Oldham County","KY",21
"1106","Owen County","KY",21
"1107","Owsley County","KY",21
"1108","Pendleton County","KY",21
"1109","Perry County","KY",21
"1110","Pike County","KY",21
"1111","Powell County","KY",21
"1112","Pulaski County","KY",21
"1113","Robertson County","KY",21
"1114","Rockcastle County","KY",21
"1115","Rowan County","KY",21
"1116","Russell County","KY",21
"1117","Scott County","KY",21
"1118","Shelby County","KY",21
"1119","Simpson County","KY",21
"1120","Spencer County","KY",21
"1121","Taylor County","KY",21
"1122","Todd County","KY",21
"1123","Trigg County","KY",21
"1124","Trimble County","KY",21
"1125","Union County","KY",21
"1126","Warren County","KY",21
"1127","Washington County","KY",21
"1128","Wayne County","KY",21
"1129","Webster County","KY",21
"1130","Whitley County","KY",21
"1131","Wolfe County","KY",21
"1132","Woodford County","KY",21
"1133","Statewide Unallocated","LA",22
"1134","Acadia Parish","LA",22
"1135","Allen Parish","LA",22
"1136","Ascension Parish","LA",22
"1137","Assumption Parish","LA",22
"1138","Avoyelles Parish","LA",22
"1139","Beauregard Parish","LA",22
"1140","Bienville Parish","LA",22
"1141","Bossier Parish","LA",22
"1142","Caddo Parish","LA",22
"1143","Calcasieu Parish","LA",22
"1144","Caldwell Parish","LA",22
"1145","Cameron Parish","LA",22
"1146","Catahoula Parish","LA",22
"1147","Claiborne Parish","LA",22
"1148","Concordia Parish","LA",22
"1149","De Soto Parish","LA",22
"1150","East Baton Rouge Parish","LA",22
"1151","East Carroll Parish","LA",22
"1152","East Feliciana Parish","LA",22
"1153","Evangeline Parish","LA",22
"1154","Franklin Parish","LA",22
"1155","Grant Parish","LA",22
"1156","Iberia Parish","LA",22
"1157","Iberville Parish","LA",22
"1158","Jackson Parish","LA",22
"1159","Jefferson Parish","LA",22
"1160","Jefferson Davis Parish","LA",22
"1161","Lafayette Parish","LA",22
"1162","Lafourche Parish","LA",22
"1163","La Salle Parish","LA",22
"1164","Lincoln Parish","LA",22
"1165","Livingston Parish","LA",22
"1166","Madison Parish","LA",22
"1167","Morehouse Parish","LA",22
"1168","Natchitoches Parish","LA",22
"1169","Orleans Parish","LA",22
"1170","Ouachita Parish","LA",22
"1171","Plaquemines Parish","LA",22
"1172","Pointe Coupee Parish","LA",22
"1173","Rapides Parish","LA",22
"1174","Red River Parish","LA",22
"1175","Richland Parish","LA",22
"1176","Sabine Parish","LA",22
"1177","St. Bernard Parish","LA",22
"1178","St. Charles Parish","LA",22
"1179","St. Helena Parish","LA",22
"1180","St. James Parish","LA",22
"1181","St. John the Baptist Parish","LA",22
"1182","St. Landry Parish","LA",22
"1183","St. Martin Parish","LA",22
"1184","St. Mary Parish","LA",22
"1185","St. Tammany Parish","LA",22
"1186","Tangipahoa Parish","LA",22
"1187","Tensas Parish","LA",22
"1188","Terrebonne Parish","LA",22
"1189","Union Parish","LA",22
"1190","Vermilion Parish","LA",22
"1191","Vernon Parish","LA",22
"1192","Washington Parish","LA",22
"1193","Webster Parish","LA",22
"1194","West Baton Rouge Parish","LA",22
"1195","West Carroll Parish","LA",22
"1196","West Feliciana Parish","LA",22
"1197","Winn Parish","LA",22
"1198","Statewide Unallocated","ME",23
"1199","Androscoggin County","ME",23
"1200","Aroostook County","ME",23
"1201","Cumberland County","ME",23
"1202","Franklin County","ME",23
"1203","Hancock County","ME",23
"1204","Kennebec County","ME",23
"1205","Knox County","ME",23
"1206","Lincoln County","ME",23
"1207","Oxford County","ME",23
"1208","Penobscot County","ME",23
"1209","Piscataquis County","ME",23
"1210","Sagadahoc County","ME",23
"1211","Somerset County","ME",23
"1212","Waldo County","ME",23
"1213","Washington County","ME",23
"1214","York County","ME",23
"1215","Statewide Unallocated","MD",24
"1216","Allegany County","MD",24
"1217","Anne Arundel County","MD",24
"1218","Baltimore County","MD",24
"1219","Calvert County","MD",24
"1220","Caroline County","MD",24
"1221","Carroll County","MD",24
"1222","Cecil County","MD",24
"1223","Charles County","MD",24
"1224","Dorchester County","MD",24
"1225","Frederick County","MD",24
"1226","Garrett County","MD",24
"1227","Harford County","MD",24
"1228","Howard County","MD",24
"1229","Kent County","MD",24
"1230","Montgomery County","MD",24
"1231","Prince George's County","MD",24
"1232","Queen Anne's County","MD",24
"1233","St. Mary's County","MD",24
"1234","Somerset County","MD",24
"1235","Talbot County","MD",24
"1236","Washington County","MD",24
"1237","Wicomico County","MD",24
"1238","Worcester County","MD",24
"1239","Baltimore City","MD",24
"1240","Statewide Unallocated","MA",25
"1241","Barnstable County","MA",25
"1242","Berkshire County","MA",25
"1243","Bristol County","MA",25
"1244","Dukes County","MA",25
"1245","Essex County","MA",25
"1246","Franklin County","MA",25
"1247","Hampden County","MA",25
"1248","Hampshire County","MA",25
"1249","Middlesex County","MA",25
"1250","Nantucket County","MA",25
"1251","Norfolk County","MA",25
"1252","Plymouth County","MA",25
"1253","Suffolk County","MA",25
"1254","Worcester County","MA",25
"1255","Statewide Unallocated","MI",26
"1256","Alcona County","MI",26
"1257","Alger County","MI",26
"1258","Allegan County","MI",26
"1259","Alpena County","MI",26
"1260","Antrim County","MI",26
"1261","Arenac County","MI",26
"1262","Baraga County","MI",26
"1263","Barry County","MI",26
"1264","Bay County","MI",26
"1265","Benzie County","MI",26
"1266","Berrien County","MI",26
"1267","Branch County","MI",26
"1268","Calhoun County","MI",26
"1269","Cass County","MI",26
"1270","Charlevoix County","MI",26
"1271","Cheboygan County","MI",26
"1272","Chippewa County","MI",26
"1273","Clare County","MI",26
"1274","Clinton County","MI",26
"1275","Crawford County","MI",26
"1276","Delta County","MI",26
"1277","Dickinson County","MI",26
"1278","Eaton County","MI",26
"1279","Emmet County","MI",26
"1280","Genesee County","MI",26
"1281","Gladwin County","MI",26
"1282","Gogebic County","MI",26
"1283","Grand Traverse County","MI",26
"1284","Gratiot County","MI",26
"1285","Hillsdale County","MI",26
"1286","Houghton County","MI",26
"1287","Huron County","MI",26
"1288","Ingham County","MI",26
"1289","Ionia County","MI",26
"1290","Iosco County","MI",26
"1291","Iron County","MI",26
"1292","Isabella County","MI",26
"1293","Jackson County","MI",26
"1294","Kalamazoo County","MI",26
"1295","Kalkaska County","MI",26
"1296","Kent County","MI",26
"1297","Keweenaw County","MI",26
"1298","Lake County","MI",26
"1299","Lapeer County","MI",26
"1300","Leelanau County","MI",26
"1301","Lenawee County","MI",26
"1302","Livingston County","MI",26
"1303","Luce County","MI",26
"1304","Mackinac County","MI",26
"1305","Macomb County","MI",26
"1306","Manistee County","MI",26
"1307","Marquette County","MI",26
"1308","Mason County","MI",26
"1309","Mecosta County","MI",26
"1310","Menominee County","MI",26
"1311","Midland County","MI",26
"1312","Missaukee County","MI",26
"1313","Monroe County","MI",26
"1314","Montcalm County","MI",26
"1315","Montmorency County","MI",26
"1316","Muskegon County","MI",26
"1317","Newaygo County","MI",26
"1318","Oakland County","MI",26
"1319","Oceana County","MI",26
"1320","Ogemaw County","MI",26
"1321","Ontonagon County","MI",26
"1322","Osceola County","MI",26
"1323","Oscoda County","MI",26
"1324","Otsego County","MI",26
"1325","Ottawa County","MI",26
"1326","Presque Isle County","MI",26
"1327","Roscommon County","MI",26
"1328","Saginaw County","MI",26
"1329","St. Clair County","MI",26
"1330","St. Joseph County","MI",26
"1331","Sanilac County","MI",26
"1332","Schoolcraft County","MI",26
"1333","Shiawassee County","MI",26
"1334","Tuscola County","MI",26
"1335","Van Buren County","MI",26
"1336","Washtenaw County","MI",26
"1337","Wayne County","MI",26
"1338","Wexford County","MI",26
"1339","Statewide Unallocated","MN",27
"1340","Aitkin County","MN",27
"1341","Anoka County","MN",27
"1342","Becker County","MN",27
"1343","Beltrami County","MN",27
"1344","Benton County","MN",27
"1345","Big Stone County","MN",27
"1346","Blue Earth County","MN",27
"1347","Brown County","MN",27
"1348","Carlton County","MN",27
"1349","Carver County","MN",27
"1350","Cass County","MN",27
"1351","Chippewa County","MN",27
"1352","Chisago County","MN",27
"1353","Clay County","MN",27
"1354","Clearwater County","MN",27
"1355","Cook County","MN",27
"1356","Cottonwood County","MN",27
"1357","Crow Wing County","MN",27
"1358","Dakota County","MN",27
"1359","Dodge County","MN",27
"1360","Douglas County","MN",27
"1361","Faribault County","MN",27
"1362","Fillmore County","MN",27
"1363","Freeborn County","MN",27
"1364","Goodhue County","MN",27
"1365","Grant County","MN",27
"1366","Hennepin County","MN",27
"1367","Houston County","MN",27
"1368","Hubbard County","MN",27
"1369","Isanti County","MN",27
"1370","Itasca County","MN",27
"1371","Jackson County","MN",27
"1372","Kanabec County","MN",27
"1373","Kandiyohi County","MN",27
"1374","Kittson County","MN",27
"1375","Koochiching County","MN",27
"1376","Lac Qui Parle County","MN",27
"1377","Lake County","MN",27
"1378","Lake of the Woods County","MN",27
"1379","Le Sueur County","MN",27
"1380","Lincoln County","MN",27
"1381","Lyon County","MN",27
"1382","McLeod County","MN",27
"1383","Mahnomen County","MN",27
"1384","Marshall County","MN",27
"1385","Martin County","MN",27
"1386","Meeker County","MN",27
"1387","Mille Lacs County","MN",27
"1388","Morrison County","MN",27
"1389","Mower County","MN",27
"1390","Murray County","MN",27
"1391","Nicollet County","MN",27
"1392","Nobles County","MN",27
"1393","Norman County","MN",27
"1394","Olmsted County","MN",27
"1395","Otter Tail County","MN",27
"1396","Pennington County","MN",27
"1397","Pine County","MN",27
"1398","Pipestone County","MN",27
"1399","Polk County","MN",27
"1400","Pope County","MN",27
"1401","Ramsey County","MN",27
"1402","Red Lake County","MN",27
"1403","Redwood County","MN",27
"1404","Renville County","MN",27
"1405","Rice County","MN",27
"1406","Rock County","MN",27
"1407","Roseau County","MN",27
"1408","St. Louis County","MN",27
"1409","Scott County","MN",27
"1410","Sherburne County","MN",27
"1411","Sibley County","MN",27
"1412","Stearns County","MN",27
"1413","Steele County","MN",27
"1414","Stevens County","MN",27
"1415","Swift County","MN",27
"1416","Todd County","MN",27
"1417","Traverse County","MN",27
"1418","Wabasha County","MN",27
"1419","Wadena County","MN",27
"1420","Waseca County","MN",27
"1421","Washington County","MN",27
"1422","Watonwan County","MN",27
"1423","Wilkin County","MN",27
"1424","Winona County","MN",27
"1425","Wright County","MN",27
"1426","Yellow Medicine County","MN",27
"1427","Statewide Unallocated","MS",28
"1428","Adams County","MS",28
"1429","Alcorn County","MS",28
"1430","Amite County","MS",28
"1431","Attala County","MS",28
"1432","Benton County","MS",28
"1433","Bolivar County","MS",28
"1434","Calhoun County","MS",28
"1435","Carroll County","MS",28
"1436","Chickasaw County","MS",28
"1437","Choctaw County","MS",28
"1438","Claiborne County","MS",28
"1439","Clarke County","MS",28
"1440","Clay County","MS",28
"1441","Coahoma County","MS",28
"1442","Copiah County","MS",28
"1443","Covington County","MS",28
"1444","DeSoto County","MS",28
"1445","Forrest County","MS",28
"1446","Franklin County","MS",28
"1447","George County","MS",28
"1448","Greene County","MS",28
"1449","Grenada County","MS",28
"1450","Hancock County","MS",28
"1451","Harrison County","MS",28
"1452","Hinds County","MS",28
"1453","Holmes County","MS",28
"1454","Humphreys County","MS",28
"1455","Issaquena County","MS",28
"1456","Itawamba County","MS",28
"1457","Jackson County","MS",28
"1458","Jasper County","MS",28
"1459","Jefferson County","MS",28
"1460","Jefferson Davis County","MS",28
"1461","Jones County","MS",28
"1462","Kemper County","MS",28
"1463","Lafayette County","MS",28
"1464","Lamar County","MS",28
"1465","Lauderdale County","MS",28
"1466","Lawrence County","MS",28
"1467","Leake County","MS",28
"1468","Lee County","MS",28
"1469","Leflore County","MS",28
"1470","Lincoln County","MS",28
"1471","Lowndes County","MS",28
"1472","Madison County","MS",28
"1473","Marion County","MS",28
"1474","Marshall County","MS",28
"1475","Monroe County","MS",28
"1476","Montgomery County","MS",28
"1477","Neshoba County","MS",28
"1478","Newton County","MS",28
"1479","Noxubee County","MS",28
"1480","Oktibbeha County","MS",28
"1481","Panola County","MS",28
"1482","Pearl River County","MS",28
"1483","Perry County","MS",28
"1484","Pike County","MS",28
"1485","Pontotoc County","MS",28
"1486","Prentiss County","MS",28
"1487","Quitman County","MS",28
"1488","Rankin County","MS",28
"1489","Scott County","MS",28
"1490","Sharkey County","MS",28
"1491","Simpson County","MS",28
"1492","Smith County","MS",28
"1493","Stone County","MS",28
"1494","Sunflower County","MS",28
"1495","Tallahatchie County","MS",28
"1496","Tate County","MS",28
"1497","Tippah County","MS",28
"1498","Tishomingo County","MS",28
"1499","Tunica County","MS",28
"1500","Union County","MS",28
"1501","Walthall County","MS",28
"1502","Warren County","MS",28
"1503","Washington County","MS",28
"1504","Wayne County","MS",28
"1505","Webster County","MS",28
"1506","Wilkinson County","MS",28
"1507","Winston County","MS",28
"1508","Yalobusha County","MS",28
"1509","Yazoo County","MS",28
"1510","Statewide Unallocated","MO",29
"1511","Adair County","MO",29
"1512","Andrew County","MO",29
"1513","Atchison County","MO",29
"1514","Audrain County","MO",29
"1515","Barry County","MO",29
"1516","Barton County","MO",29
"1517","Bates County","MO",29
"1518","Benton County","MO",29
"1519","Bollinger County","MO",29
"1520","Boone County","MO",29
"1521","Buchanan County","MO",29
"1522","Butler County","MO",29
"1523","Caldwell County","MO",29
"1524","Callaway County","MO",29
"1525","Camden County","MO",29
"1526","Cape Girardeau County","MO",29
"1527","Carroll County","MO",29
"1528","Carter County","MO",29
"1529","Cass County","MO",29
"1530","Cedar County","MO",29
"1531","Chariton County","MO",29
"1532","Christian County","MO",29
"1533","Clark County","MO",29
"1534","Clay County","MO",29
"1535","Clinton County","MO",29
"1536","Cole County","MO",29
"1537","Cooper County","MO",29
"1538","Crawford County","MO",29
"1539","Dade County","MO",29
"1540","Dallas County","MO",29
"1541","Daviess County","MO",29
"1542","DeKalb County","MO",29
"1543","Dent County","MO",29
"1544","Douglas County","MO",29
"1545","Dunklin County","MO",29
"1546","Franklin County","MO",29
"1547","Gasconade County","MO",29
"1548","Gentry County","MO",29
"1549","Greene County","MO",29
"1550","Grundy County","MO",29
"1551","Harrison County","MO",29
"1552","Henry County","MO",29
"1553","Hickory County","MO",29
"1554","Holt County","MO",29
"1555","Howard County","MO",29
"1556","Howell County","MO",29
"1557","Iron County","MO",29
"1558","Jackson County (including other portions of Kansas City)","MO",29
"1559","Jasper County","MO",29
"1560","Jefferson County","MO",29
"1561","Johnson County","MO",29
"1562","Knox County","MO",29
"1563","Laclede County","MO",29
"1564","Lafayette County","MO",29
"1565","Lawrence County","MO",29
"1566","Lewis County","MO",29
"1567","Lincoln County","MO",29
"1568","Linn County","MO",29
"1569","Livingston County","MO",29
"1570","McDonald County","MO",29
"1571","Macon County","MO",29
"1572","Madison County","MO",29
"1573","Maries County","MO",29
"1574","Marion County","MO",29
"1575","Mercer County","MO",29
"1576","Miller County","MO",29
"1577","Mississippi County","MO",29
"1578","Moniteau County","MO",29
"1579","Monroe County","MO",29
"1580","Montgomery County","MO",29
"1581","Morgan County","MO",29
"1582","New Madrid County","MO",29
"1583","Newton County","MO",29
"1584","Nodaway County","MO",29
"1585","Oregon County","MO",29
"1586","Osage County","MO",29
"1587","Ozark County","MO",29
"1588","Pemiscot County","MO",29
"1589","Perry County","MO",29
"1590","Pettis County","MO",29
"1591","Phelps County","MO",29
"1592","Pike County","MO",29
"1593","Platte County","MO",29
"1594","Polk County","MO",29
"1595","Pulaski County","MO",29
"1596","Putnam County","MO",29
"1597","Ralls County","MO",29
"1598","Randolph County","MO",29
"1599","Ray County","MO",29
"1600","Reynolds County","MO",29
"1601","Ripley County","MO",29
"1602","St. Charles County","MO",29
"1603","St. Clair County","MO",29
"1604","Ste. Genevieve County","MO",29
"1605","St. Francois County","MO",29
"1606","St. Louis County","MO",29
"1607","Saline County","MO",29
"1608","Schuyler County","MO",29
"1609","Scotland County","MO",29
"1610","Scott County","MO",29
"1611","Shannon County","MO",29
"1612","Shelby County","MO",29
"1613","Stoddard County","MO",29
"1614","Stone County","MO",29
"1615","Sullivan County","MO",29
"1616","Taney County","MO",29
"1617","Texas County","MO",29
"1618","Vernon County","MO",29
"1619","Warren County","MO",29
"1620","Washington County","MO",29
"1621","Wayne County","MO",29
"1622","Webster County","MO",29
"1623","Worth County","MO",29
"1624","Wright County","MO",29
"1625","City of St. Louis","MO",29
"1626","Statewide Unallocated","MT",30
"1627","Beaverhead County","MT",30
"1628","Big Horn County","MT",30
"1629","Blaine County","MT",30
"1630","Broadwater County","MT",30
"1631","Carbon County","MT",30
"1632","Carter County","MT",30
"1633","Cascade County","MT",30
"1634","Chouteau County","MT",30
"1635","Custer County","MT",30
"1636","Daniels County","MT",30
"1637","Dawson County","MT",30
"1638","Deer Lodge County","MT",30
"1639","Fallon County","MT",30
"1640","Fergus County","MT",30
"1641","Flathead County","MT",30
"1642","Gallatin County","MT",30
"1643","Garfield County","MT",30
"1644","Glacier County","MT",30
"1645","Golden Valley County","MT",30
"1646","Granite County","MT",30
"1647","Hill County","MT",30
"1648","Jefferson County","MT",30
"1649","Judith Basin County","MT",30
"1650","Lake County","MT",30
"1651","Lewis and Clark County","MT",30
"1652","Liberty County","MT",30
"1653","Lincoln County","MT",30
"1654","McCone County","MT",30
"1655","Madison County","MT",30
"1656","Meagher County","MT",30
"1657","Mineral County","MT",30
"1658","Missoula County","MT",30
"1659","Musselshell County","MT",30
"1660","Park County","MT",30
"1661","Petroleum County","MT",30
"1662","Phillips County","MT",30
"1663","Pondera County","MT",30
"1664","Powder River County","MT",30
"1665","Powell County","MT",30
"1666","Prairie County","MT",30
"1667","Ravalli County","MT",30
"1668","Richland County","MT",30
"1669","Roosevelt County","MT",30
"1670","Rosebud County","MT",30
"1671","Sanders County","MT",30
"1672","Sheridan County","MT",30
"1673","Silver Bow County","MT",30
"1674","Stillwater County","MT",30
"1675","Sweet Grass County","MT",30
"1676","Teton County","MT",30
"1677","Toole County","MT",30
"1678","Treasure County","MT",30
"1679","Valley County","MT",30
"1680","Wheatland County","MT",30
"1681","Wibaux County","MT",30
"1682","Yellowstone County","MT",30
"1683","Statewide Unallocated","NE",31
"1684","Adams County","NE",31
"1685","Antelope County","NE",31
"1686","Arthur County","NE",31
"1687","Banner County","NE",31
"1688","Blaine County","NE",31
"1689","Boone County","NE",31
"1690","Box Butte County","NE",31
"1691","Boyd County","NE",31
"1692","Brown County","NE",31
"1693","Buffalo County","NE",31
"1694","Burt County","NE",31
"1695","Butler County","NE",31
"1696","Cass County","NE",31
"1697","Cedar County","NE",31
"1698","Chase County","NE",31
"1699","Cherry County","NE",31
"1700","Cheyenne County","NE",31
"1701","Clay County","NE",31
"1702","Colfax County","NE",31
"1703","Cuming County","NE",31
"1704","Custer County","NE",31
"1705","Dakota County","NE",31
"1706","Dawes County","NE",31
"1707","Dawson County","NE",31
"1708","Deuel County","NE",31
"1709","Dixon County","NE",31
"1710","Dodge County","NE",31
"1711","Douglas County","NE",31
"1712","Dundy County","NE",31
"1713","Fillmore County","NE",31
"1714","Franklin County","NE",31
"1715","Frontier County","NE",31
"1716","Furnas County","NE",31
"1717","Gage County","NE",31
"1718","Garden County","NE",31
"1719","Garfield County","NE",31
"1720","Gosper County","NE",31
"1721","Grant County","NE",31
"1722","Greeley County","NE",31
"1723","Hall County","NE",31
"1724","Hamilton County","NE",31
"1725","Harlan County","NE",31
"1726","Hayes County","NE",31
"1727","Hitchcock County","NE",31
"1728","Holt County","NE",31
"1729","Hooker County","NE",31
"1730","Howard County","NE",31
"1731","Jefferson County","NE",31
"1732","Johnson County","NE",31
"1733","Kearney County","NE",31
"1734","Keith County","NE",31
"1735","Keya Paha County","NE",31
"1736","Kimball County","NE",31
"1737","Knox County","NE",31
"1738","Lancaster County","NE",31
"1739","Lincoln County","NE",31
"1740","Logan County","NE",31
"1741","Loup County","NE",31
"1742","McPherson County","NE",31
"1743","Madison County","NE",31
"1744","Merrick County","NE",31
"1745","Morrill County","NE",31
"1746","Nance County","NE",31
"1747","Nemaha County","NE",31
"1748","Nuckolls County","NE",31
"1749","Otoe County","NE",31
"1750","Pawnee County","NE",31
"1751","Perkins County","NE",31
"1752","Phelps County","NE",31
"1753","Pierce County","NE",31
"1754","Platte County","NE",31
"1755","Polk County","NE",31
"1756","Red Willow County","NE",31
"1757","Richardson County","NE",31
"1758","Rock County","NE",31
"1759","Saline County","NE",31
"1760","Sarpy County","NE",31
"1761","Saunders County","NE",31
"1762","Scotts Bluff County","NE",31
"1763","Seward County","NE",31
"1764","Sheridan County","NE",31
"1765","Sherman County","NE",31
"1766","Sioux County","NE",31
"1767","Stanton County","NE",31
"1768","Thayer County","NE",31
"1769","Thomas County","NE",31
"1770","Thurston County","NE",31
"1771","Valley County","NE",31
"1772","Washington County","NE",31
"1773","Wayne County","NE",31
"1774","Webster County","NE",31
"1775","Wheeler County","NE",31
"1776","York County","NE",31
"1777","Statewide Unallocated","NV",32
"1778","Churchill County","NV",32
"1779","Clark County","NV",32
"1780","Douglas County","NV",32
"1781","Elko County","NV",32
"1782","Esmeralda County","NV",32
"1783","Eureka County","NV",32
"1784","Humboldt County","NV",32
"1785","Lander County","NV",32
"1786","Lincoln County","NV",32
"1787","Lyon County","NV",32
"1788","Mineral County","NV",32
"1789","Nye County","NV",32
"1790","Pershing County","NV",32
"1791","Storey County","NV",32
"1792","Washoe County","NV",32
"1793","White Pine County","NV",32
"1794","Carson City","NV",32
"1795","Statewide Unallocated","NH",33
"1796","Belknap County","NH",33
"1797","Carroll County","NH",33
"1798","Cheshire County","NH",33
"1799","Coos County","NH",33
"1800","Grafton County","NH",33
"1801","Hillsborough County","NH",33
"1802","Merrimack County","NH",33
"1803","Rockingham County","NH",33
"1804","Strafford County","NH",33
"1805","Sullivan County","NH",33
"1806","Statewide Unallocated","NJ",34
"1807","Atlantic County","NJ",34
"1808","Bergen County","NJ",34
"1809","Burlington County","NJ",34
"1810","Camden County","NJ",34
"1811","Cape May County","NJ",34
"1812","Cumberland County","NJ",34
"1813","Essex County","NJ",34
"1814","Gloucester County","NJ",34
"1815","Hudson County","NJ",34
"1816","Hunterdon County","NJ",34
"1817","Mercer County","NJ",34
"1818","Middlesex County","NJ",34
"1819","Monmouth County","NJ",34
"1820","Morris County","NJ",34
"1821","Ocean County","NJ",34
"1822","Passaic County","NJ",34
"1823","Salem County","NJ",34
"1824","Somerset County","NJ",34
"1825","Sussex County","NJ",34
"1826","Union County","NJ",34
"1827","Warren County","NJ",34
"1828","Statewide Unallocated","NM",35
"1829","Bernalillo County","NM",35
"1830","Catron County","NM",35
"1831","Chaves County","NM",35
"1832","Cibola County","NM",35
"1833","Colfax County","NM",35
"1834","Curry County","NM",35
"1835","De Baca County","NM",35
"1836","Dona Ana County","NM",35
"1837","Eddy County","NM",35
"1838","Grant County","NM",35
"1839","Guadalupe County","NM",35
"1840","Harding County","NM",35
"1841","Hidalgo County","NM",35
"1842","Lea County","NM",35
"1843","Lincoln County","NM",35
"1844","Los Alamos County","NM",35
"1845","Luna County","NM",35
"1846","McKinley County","NM",35
"1847","Mora County","NM",35
"1848","Otero County","NM",35
"1849","Quay County","NM",35
"1850","Rio Arriba County","NM",35
"1851","Roosevelt County","NM",35
"1852","Sandoval County","NM",35
"1853","San Juan County","NM",35
"1854","San Miguel County","NM",35
"1855","Santa Fe County","NM",35
"1856","Sierra County","NM",35
"1857","Socorro County","NM",35
"1858","Taos County","NM",35
"1859","Torrance County","NM",35
"1860","Union County","NM",35
"1861","Valencia County","NM",35
"1862","Statewide Unallocated","NY",36
"1863","New York City Unallocated/Probable","NY",36
"1864","Albany County","NY",36
"1865","Allegany County","NY",36
"1866","Bronx County","NY",36
"1867","Broome County","NY",36
"1868","Cattaraugus County","NY",36
"1869","Cayuga County","NY",36
"1870","Chautauqua County","NY",36
"1871","Chemung County","NY",36
"1872","Chenango County","NY",36
"1873","Clinton County","NY",36
"1874","Columbia County","NY",36
"1875","Cortland County","NY",36
"1876","Delaware County","NY",36
"1877","Dutchess County","NY",36
"1878","Erie County","NY",36
"1879","Essex County","NY",36
"1880","Franklin County","NY",36
"1881","Fulton County","NY",36
"1882","Genesee County","NY",36
"1883","Greene County","NY",36
"1884","Hamilton County","NY",36
"1885","Herkimer County","NY",36
